col_0,Partner,col_2,HS Code,Product,Year,UOM,April_Value,April_Qty,May_Value,May_Qty,June_Value,June_Qty,July_Value,July_Qty,August_Value,August_Qty,September_Value,September_Qty,October_Value,October_Qty,November_Value,November_Qty,December_Value,December_Qty,January_Value,January_Qty,February_Value,February_Qty,March_Value,March_Qty,Total_Value,Total_Qty,Total_Period/Period %  Change (Value),Total_Reporter Code,Total_Partner Code,Total_Product Code,Total_col,source_file
7,Colombia,9,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,"1,284","704,593.0",744,"695,396.0",465,"651,108.0","1,142","1,346,260.0","1,119","991,005.0","1,581","945,370.0","1,493","801,859.0",634,"534,704.0",525,"497,812.0",,,,,,,"8,986","7,168,107.0",,US,CO,0805504000,,Standard_Query_59220.csv
7,Colombia,9,0805504000,"LIMS,ARNTF,FR/DR",2024-2024,KG,544,"399,003.0",646,"544,668.0",613,"697,476.0","1,193","1,346,530.0","1,079","953,008.0","1,550","956,472.0",206,"163,446.0",80,"66,352.0",315,"322,008.0",,,,,,,"6,227","5,448,963.0",,US,CO,0805504000,,Standard_Query_59220.csv
7,Colombia,9,0805504000,"LIMS,ARNTF,FR/DR",2025-2025,KG,585,"569,121.0",569,"764,052.0",622,"618,925.0",360,"400,062.0",399,"281,952.0",515,"363,036.0",289,"226,342.0",74,"89,872.0",593,"576,395.0",,,,,,,"4,006","3,889,757.0",,US,CO,0805504000,,Standard_Query_59220.csv
8,Dominican Republic,1,0805100020,"TEMPLES, FRESH",2023-2023,KG,29,"20,504.0",71,"88,016.0",57,"65,959.0",44,"54,828.0",16,"14,420.0",12,"11,613.0",0,0.0,10,"12,139.0",24,"26,376.0",,,,,,,261,"293,855.0",,US,DR,0805100020,,Standard_Query_59220.csv
8,Dominican Republic,1,0805100020,"TEMPLES, FRESH",2024-2024,KG,74,"87,781.0",11,"6,810.0",11,"6,696.0",29,"60,765.0",3,"3,149.0",10,"12,012.0",39,"57,069.0",19,"20,398.0",73,"76,739.0",,,,,,,269,"331,419.0",,US,DR,0805100020,,Standard_Query_59220.csv
8,Dominican Republic,1,0805100020,"TEMPLES, FRESH",2025-2025,KG,42,"54,355.0",33,"64,790.0",35,"58,216.0",44,"100,271.0",21,"46,838.0",6,"20,398.0",5,"26,004.0",10,"54,654.0",19,"69,637.0",,,,,,,216,"495,163.0",,US,DR,0805100020,,Standard_Query_59220.csv
8,Dominican Republic,2,0805100040,"ORANGES,FRESH",2023-2023,KG,276,"192,484.0",368,"271,251.0",160,"121,793.0",395,"243,834.0",179,"128,123.0",290,"279,587.0",132,"149,630.0",377,"433,325.0",167,"198,088.0",,,,,,,"2,344","2,018,115.0",,US,DR,0805100040,,Standard_Query_59220.csv
8,Dominican Republic,3,0805100060,"ORANGES,FRSH,NES",2024-2024,KG,490,"438,803.0",336,"266,026.0",318,"302,351.0",432,"340,561.0",89,"84,550.0",318,"342,706.0",200,"225,384.0",271,"321,820.0",500,"542,485.0",,,,,,,"2,953","2,864,686.0",,US,DR,0805100060,,Standard_Query_59220.csv
8,Dominican Republic,3,0805100060,"ORANGES,FRSH,NES",2025-2025,KG,419,"408,350.0",187,"121,570.0",212,"149,031.0",218,"176,666.0",106,"150,186.0",76,"86,644.0",79,"162,819.0",115,"258,292.0",176,"281,312.0",,,,,,,"1,587","1,794,870.0",,US,DR,0805100060,,Standard_Query_59220.csv
8,Dominican Republic,4,0805502010,"LEM, FR/DR ORG",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,"20,130.0",0,0.0,0,0.0,0,0.0,,,,,,,29,"20,130.0",,US,DR,0805502010,,Standard_Query_59220.csv
8,Dominican Republic,4,0805502010,"LEM, FR/DR ORG",2024-2024,KG,0,0.0,0,0.0,0,0.0,7,"8,320.0",22,"18,712.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,30,"27,032.0",,US,DR,0805502010,,Standard_Query_59220.csv
8,Dominican Republic,5,0805502050,"LEM, FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,5,"6,067.0",46,"40,132.0",159,"120,842.0",187,"131,064.0",42,"31,932.0",5,"5,039.0",,,,,,,444,"335,076.0",,US,DR,0805502050,,Standard_Query_59220.csv
8,Dominican Republic,5,0805502050,"LEM, FR/DR",2024-2024,KG,0,0.0,0,0.0,23,"19,669.0",28,"27,192.0",145,"110,722.0",242,"147,083.0",34,"23,129.0",24,"17,166.0",17,"12,430.0",,,,,,,513,"357,391.0",,US,DR,0805502050,,Standard_Query_59220.csv
8,Dominican Republic,5,0805502050,"LEM, FR/DR",2025-2025,KG,0,0.0,0,0.0,72,"41,802.0",34,"23,001.0",8,"7,193.0",2,"1,500.0",9,"7,322.0",5,"3,430.0",0,0.0,,,,,,,130,"84,248.0",,US,DR,0805502050,,Standard_Query_59220.csv
8,Dominican Republic,6,0805503000,"LIM,TAH/PR,FR/DR",2023-2023,KG,0,0.0,2,"1,499.0",5,"3,444.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,7,"4,943.0",,US,DR,0805503000,,Standard_Query_59220.csv
8,Dominican Republic,7,0805503040,"LIME, TAHT,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,104,"112,098.0",66,"57,088.0",394,"315,671.0",239,"169,157.0",22,"17,056.0",0,0.0,,,,,,,825,"671,070.0",,US,DR,0805503040,,Standard_Query_59220.csv
8,Dominican Republic,7,0805503040,"LIME, TAHT,FR/DR",2024-2024,KG,0,0.0,0,0.0,0,0.0,5,"4,060.0",72,"70,591.0",214,"224,580.0",42,"31,511.0",13,"7,099.0",32,"20,546.0",,,,,,,379,"358,387.0",,US,DR,0805503040,,Standard_Query_59220.csv
8,Dominican Republic,7,0805503040,"LIME, TAHT,FR/DR",2025-2025,KG,0,0.0,7,"4,237.0",3,"4,265.0",4,"4,462.0",55,"34,797.0",5,"4,388.0",8,"14,752.0",0,0.0,5,"2,870.0",,,,,,,86,"69,771.0",,US,DR,0805503040,,Standard_Query_59220.csv
8,Dominican Republic,8,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,13,"6,247.0",14,"7,249.0",37,"36,324.0",8,"7,919.0",8,"6,939.0",5,"3,808.0",,,,,,,85,"68,486.0",,US,DR,0805504000,,Standard_Query_59220.csv
8,Dominican Republic,8,0805504000,"LIMS,ARNTF,FR/DR",2024-2024,KG,0,0.0,0,0.0,0,0.0,3,"1,473.0",0,0.0,19,"12,275.0",5,"6,245.0",0,0.0,0,0.0,,,,,,,26,"19,993.0",,US,DR,0805504000,,Standard_Query_59220.csv
8,Dominican Republic,9,0805900100,"CITRUS,NES,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,4,"5,413.0",0,0.0,0,0.0,0,0.0,0,0.0,2,"3,171.0",,,,,,,6,"8,584.0",,US,DR,0805900100,,Standard_Query_59220.csv
8,Dominican Republic,9,0805900100,"CITRUS,NES,FR/DR",2024-2024,KG,30,"25,785.0",0,0.0,0,0.0,22,"15,527.0",0,0.0,8,"9,006.0",0,0.0,0,0.0,0,0.0,,,,,,,60,"50,318.0",,US,DR,0805900100,,Standard_Query_59220.csv
8,Dominican Republic,9,0805900100,"CITRUS,NES,FR/DR",2025-2025,KG,8,"9,797.0",10,"12,451.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,"5,436.0",0,0.0,,,,,,,24,"27,684.0",,US,DR,0805900100,,Standard_Query_59220.csv
9,Ecuador,1,0805210090,OTR MANDARINS,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,"1,099.0",0,0.0,0,0.0,,,,,,,6,"1,099.0",,US,EC,0805210090,,Standard_Query_59220.csv
9,Ecuador,2,0805290000,OTR WILKINGS,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,15,"13,498.0",0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15,"13,498.0",,US,EC,0805290000,,Standard_Query_59220.csv
9,Ecuador,3,0805502050,"LEM, FR/DR",2025-2025,KG,10,194.0,0,0.0,14,"15,369.0",0,0.0,0,0.0,11,"11,783.0",0,0.0,0,0.0,11,"11,271.0",,,,,,,46,"38,617.0",,US,EC,0805502050,,Standard_Query_59220.csv
9,Ecuador,4,0805503000,"LIM,TAH/PR,FR/DR",2023-2023,KG,35,"60,355.0",36,"73,137.0",30,"72,742.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,101,"206,234.0",,US,EC,0805503000,,Standard_Query_59220.csv
9,Ecuador,5,0805503040,"LIME, TAHT,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,5,"12,927.0",0,0.0,0,0.0,0,0.0,4,"14,043.0",0,0.0,,,,,,,10,"26,970.0",,US,EC,0805503040,,Standard_Query_59220.csv
9,Ecuador,5,0805503040,"LIME, TAHT,FR/DR",2024-2024,KG,5,"17,636.0",12,"40,334.0",3,"10,342.0",4,"14,823.0",0,0.0,0,0.0,4,"12,238.0",7,"24,303.0",19,"72,561.0",,,,,,,54,"192,237.0",,US,EC,0805503040,,Standard_Query_59220.csv
9,Ecuador,5,0805503040,"LIME, TAHT,FR/DR",2025-2025,KG,23,"50,527.0",18,"63,776.0",11,"36,369.0",3,"9,135.0",0,0.0,0,0.0,0,0.0,25,"44,800.0",23,"64,951.0",,,,,,,103,"269,558.0",,US,EC,0805503040,,Standard_Query_59220.csv
9,Ecuador,6,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,29,"22,226.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,"23,514.0",,,,,,,65,"45,740.0",,US,EC,0805504000,,Standard_Query_59220.csv
10,Egypt,1,0805100060,"ORANGES,FRSH,NES",2024-2024,KG,0,0.0,0,0.0,2,191.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2,191.0,,US,EG,0805100060,,Standard_Query_59220.csv
10,Egypt,2,0805502010,"LEM, FR/DR ORG",2023-2023,KG,0,0.0,0,0.0,0,0.0,8,"10,995.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,8,"10,995.0",,US,EG,0805502010,,Standard_Query_59220.csv
10,Egypt,3,0805502050,"LEM, FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,24,"11,125.0",0,0.0,0,0.0,9,"4,000.0",32,"14,305.0",,,,,,,65,"29,430.0",,US,EG,0805502050,,Standard_Query_59220.csv
10,Egypt,3,0805502050,"LEM, FR/DR",2024-2024,KG,29,"13,530.0",0,0.0,0,0.0,10,"6,000.0",48,"51,317.0",0,0.0,5,"2,530.0",0,0.0,36,"13,140.0",,,,,,,128,"86,517.0",,US,EG,0805502050,,Standard_Query_59220.csv
10,Egypt,3,0805502050,"LEM, FR/DR",2025-2025,KG,33,"12,110.0",5,868.0,32,"11,600.0",0,0.0,0,0.0,3,"2,600.0",0,0.0,2,"3,000.0",29,"9,060.0",,,,,,,104,"39,238.0",,US,EG,0805502050,,Standard_Query_59220.csv
10,Egypt,4,0805503040,"LIME, TAHT,FR/DR",2025-2025,KG,0,0.0,2,369.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,2,369.0,,US,EG,0805503040,,Standard_Query_59220.csv
10,Egypt,5,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,6,"11,000.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,6,"11,000.0",,US,EG,0805504000,,Standard_Query_59220.csv
11,Greece,1,0805100040,"ORANGES,FRESH",2023-2023,KG,17,"20,235.0",0,0.0,4,"19,540.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,21,"39,775.0",,US,GR,0805100040,,Standard_Query_59220.csv
12,Guatemala,1,0805100060,"ORANGES,FRSH,NES",2024-2024,KG,0,0.0,0,0.0,3,37.0,8,171.0,0,0.0,26,692.0,0,0.0,0,0.0,39,"23,939.0",,,,,,,76,"24,839.0",,US,GT,0805100060,,Standard_Query_59220.csv
12,Guatemala,1,0805100060,"ORANGES,FRSH,NES",2025-2025,KG,0,0.0,44,"22,839.0",10,336.0,0,0.0,10,280.0,0,0.0,13,874.0,0,0.0,7,102.0,,,,,,,84,"24,431.0",,US,GT,0805100060,,Standard_Query_59220.csv
12,Guatemala,2,0805210090,OTR MANDARINS,2024-2024,KG,20,"13,602.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,20,"13,602.0",,US,GT,0805210090,,Standard_Query_59220.csv
12,Guatemala,3,0805404000,"GRFT,FR,8/1-9/30",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,8,192.0,13,"10,703.0",0,0.0,0,0.0,0,0.0,,,,,,,21,"10,895.0",,US,GT,0805404000,,Standard_Query_59220.csv
12,Guatemala,4,0805404010,"GRFT,FR,8/1-9/30",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,4,168.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4,168.0,,US,GT,0805404010,,Standard_Query_59220.csv
12,Guatemala,5,0805406000,GPFT 10/1-10/31,2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,559.0,0,0.0,0,0.0,,,,,,,6,559.0,,US,GT,0805406000,,Standard_Query_59220.csv
12,Guatemala,6,0805408000,"GPFT-F,11/1-7/31",2023-2023,KG,15,"12,800.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,15,"12,800.0",,US,GT,0805408000,,Standard_Query_59220.csv
12,Guatemala,6,0805408000,"GPFT-F,11/1-7/31",2024-2024,KG,0,0.0,0,0.0,0,0.0,25,"15,566.0",0,0.0,0,0.0,0,0.0,0,0.0,39,"32,118.0",,,,,,,63,"47,684.0",,US,GT,0805408000,,Standard_Query_59220.csv
12,Guatemala,7,0805408010,"GPFT-F,11/1-7/31",2025-2025,KG,3,46.0,0,0.0,20,"16,313.0",22,"18,014.0",0,0.0,0,0.0,0,0.0,0,0.0,4,41.0,,,,,,,48,"34,414.0",,US,GT,0805408010,,Standard_Query_59220.csv
12,Guatemala,8,0805502050,"LEM, FR/DR",2023-2023,KG,4,"2,000.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,"22,404.0",0,0.0,0,0.0,,,,,,,6,"24,404.0",,US,GT,0805502050,,Standard_Query_59220.csv
12,Guatemala,8,0805502050,"LEM, FR/DR",2024-2024,KG,4,30.0,4,29.0,2,39.0,4,34.0,0,0.0,12,"25,204.0",4,"4,608.0",24,"25,941.0",39,"41,136.0",,,,,,,94,"97,021.0",,US,GT,0805502050,,Standard_Query_59220.csv
12,Guatemala,8,0805502050,"LEM, FR/DR",2025-2025,KG,0,0.0,28,"41,582.0",3,71.0,0,0.0,6,140.0,6,"23,644.0",14,"13,090.0",0,0.0,10,"22,802.0",,,,,,,67,"101,329.0",,US,GT,0805502050,,Standard_Query_59220.csv
12,Guatemala,9,0805503000,"LIM,TAH/PR,FR/DR",2023-2023,KG,0,0.0,0,0.0,39,"46,200.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,39,"46,200.0",,US,GT,0805503000,,Standard_Query_59220.csv
12,Guatemala,10,0805503020,"ORG LIME,TAH,F/D",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,"22,967.0",0,0.0,0,0.0,0,0.0,,,,,,,17,"22,967.0",,US,GT,0805503020,,Standard_Query_59220.csv
12,Guatemala,10,0805503020,"ORG LIME,TAH,F/D",2024-2024,KG,37,"20,182.0",0,0.0,77,"42,034.0",200,"94,136.0",176,"90,100.0",238,"123,385.0",325,"168,773.0",211,"112,964.0",222,"107,585.0",,,,,,,"1,485","759,159.0",,US,GT,0805503020,,Standard_Query_59220.csv
12,Guatemala,10,0805503020,"ORG LIME,TAH,F/D",2025-2025,KG,118,"77,326.0",86,"54,464.0",50,"36,310.0",228,"169,444.0",218,"174,488.0",154,"135,657.0",133,"124,394.0",75,"72,619.0",106,"88,255.0",,,,,,,"1,169","932,957.0",,US,GT,0805503020,,Standard_Query_59220.csv
12,Guatemala,11,0805503040,"LIME, TAHT,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,80,"110,717.0",73,"115,233.0",317,"527,476.0",451,"549,255.0",693,"709,971.0",373,"347,119.0",,,,,,,"1,987","2,359,771.0",,US,GT,0805503040,,Standard_Query_59220.csv
12,Guatemala,11,0805503040,"LIME, TAHT,FR/DR",2024-2024,KG,13,"28,498.0",0,0.0,39,"43,890.0",158,"164,525.0",369,"353,505.0",946,"757,160.0",696,"689,349.0",133,"114,043.0",72,"69,185.0",,,,,,,"2,426","2,220,155.0",,US,GT,0805503040,,Standard_Query_59220.csv
12,Guatemala,11,0805503040,"LIME, TAHT,FR/DR",2025-2025,KG,0,0.0,103,"87,229.0",248,"231,162.0",55,"69,087.0",283,"420,010.0",332,"488,083.0",207,"276,139.0",145,"178,051.0",148,"195,944.0",,,,,,,"1,520","1,945,705.0",,US,GT,0805503040,,Standard_Query_59220.csv
12,Guatemala,12,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,16,"20,940.0",0,0.0,0,0.0,13,"17,642.0",0,0.0,139,"151,181.0",88,"96,891.0",0,0.0,0,0.0,,,,,,,257,"286,654.0",,US,GT,0805504000,,Standard_Query_59220.csv
12,Guatemala,12,0805504000,"LIMS,ARNTF,FR/DR",2024-2024,KG,3,95.0,4,91.0,147,"26,252.0",0,0.0,0,0.0,169,"45,982.0",0,0.0,121,"26,609.0",39,"37,419.0",,,,,,,482,"136,448.0",,US,GT,0805504000,,Standard_Query_59220.csv
12,Guatemala,12,0805504000,"LIMS,ARNTF,FR/DR",2025-2025,KG,0,0.0,25,637.0,113,"5,434.0",59,"2,689.0",67,"27,362.0",77,"28,062.0",49,"74,063.0",16,"43,536.0",6,81.0,,,,,,,412,"181,864.0",,US,GT,0805504000,,Standard_Query_59220.csv
13,Guinea,1,0805504000,"LIMS,ARNTF,FR/DR",2025-2025,KG,0,0.0,0,0.0,69,"13,813.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,69,"13,813.0",,US,GV,0805504000,,Standard_Query_59220.csv
14,Hong Kong,1,0805502050,"LEM, FR/DR",2024-2024,KG,0,0.0,0,0.0,0,0.0,4,378.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,4,378.0,,US,HK,0805502050,,Standard_Query_59220.csv
15,Honduras,1,0805502010,"LEM, FR/DR ORG",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,"9,680.0",0,0.0,,,,,,,8,"9,680.0",,US,HO,0805502010,,Standard_Query_59220.csv
15,Honduras,2,0805502050,"LEM, FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,"16,400.0",0,0.0,0,0.0,,,,,,,16,"16,400.0",,US,HO,0805502050,,Standard_Query_59220.csv
15,Honduras,3,0805503000,"LIM,TAH/PR,FR/DR",2023-2023,KG,9,"20,400.0",4,"22,400.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,13,"42,800.0",,US,HO,0805503000,,Standard_Query_59220.csv
15,Honduras,4,0805503020,"ORG LIME,TAH,F/D",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,"22,400.0",0,0.0,0,0.0,,,,,,,4,"22,400.0",,US,HO,0805503020,,Standard_Query_59220.csv
15,Honduras,5,0805503040,"LIME, TAHT,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,18,"60,200.0",17,"38,214.0",19,"86,856.0",78,"58,709.0",39,"135,708.0",52,"179,200.0",,,,,,,224,"558,887.0",,US,HO,0805503040,,Standard_Query_59220.csv
15,Honduras,5,0805503040,"LIME, TAHT,FR/DR",2024-2024,KG,9,"22,400.0",17,"21,692.0",0,0.0,23,"24,414.0",0,0.0,344,"432,128.0",219,"278,238.0",151,"129,609.0",148,"148,984.0",,,,,,,911,"1,057,465.0",,US,HO,0805503040,,Standard_Query_59220.csv
15,Honduras,5,0805503040,"LIME, TAHT,FR/DR",2025-2025,KG,0,0.0,124,"96,036.0",101,"85,303.0",82,"59,969.0",217,"233,271.0",328,"305,624.0",310,"267,889.0",344,"291,430.0",305,"253,544.0",,,,,,,"1,811","1,593,066.0",,US,HO,0805503040,,Standard_Query_59220.csv
15,Honduras,6,0805504000,"LIMS,ARNTF,FR/DR",2023-2023,KG,95,"200,795.0",149,"291,691.0",206,"404,885.0",153,"304,296.0",66,"129,515.0",139,"250,418.0",137,"258,182.0",210,"417,746.0",136,"263,954.0",,,,,,,"1,290","2,521,482.0",,US,HO,0805504000,,Standard_Query_59220.csv
15,Honduras,6,0805504000,"LIMS,ARNTF,FR/DR",2024-2024,KG,355,"207,884.0",545,"326,515.0",583,"370,052.0",359,"289,513.0",84,"63,127.0",346,"261,211.0",540,"250,329.0",199,"174,140.0",145,"164,347.0",,,,,,,"3,156","2,107,118.0",,US,HO,0805504000,,Standard_Query_59220.csv
15,Honduras,6,0805504000,"LIMS,ARNTF,FR/DR",2025-2025,KG,673,"413,588.0",953,"609,505.0","1,050","587,733.0",606,"500,664.0",197,"281,891.0",336,"266,655.0",484,"434,272.0",640,"585,558.0",277,"287,333.0",,,,,,,"5,216","3,967,199.0",,US,HO,0805504000,,Standard_Query_59220.csv
16,India,1,0805502050,"LEM, FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,220.0,0,0.0,0,0.0,,,,,,,3,220.0,,US,IN,0805502050,,Standard_Query_59220.csv
16,India,1,0805502050,"LEM, FR/DR",2024-2024,KG,0,0.0,22,"20,211.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,22,"20,211.0",,US,IN,0805502050,,Standard_Query_59220.csv
17,Israel(*),1,0805210010,"TANGERINES,FRESH",2024-2024,KG,49,"23,936.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,49,"23,936.0",,US,IS,0805210010,,Standard_Query_59220.csv
17,Israel(*),2,0805210090,OTR MANDARINS,2023-2023,KG,"2,758","1,297,848.0","2,946","1,420,525.0",753,"348,830.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"6,456","3,067,203.0",,US,IS,0805210090,,Standard_Query_59220.csv
17,Israel(*),2,0805210090,OTR MANDARINS,2024-2024,KG,"5,977","2,965,976.0","3,806","2,003,339.0",970,"490,042.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"10,753","5,459,357.0",,US,IS,0805210090,,Standard_Query_59220.csv
17,Israel(*),2,0805210090,OTR MANDARINS,2025-2025,KG,"3,004","1,483,391.0",790,"435,381.0",151,"87,946.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,"3,945","2,006,718.0",,US,IS,0805210090,,Standard_Query_59220.csv
17,Israel(*),3,0805408000,"GPFT-F,11/1-7/31",2023-2023,KG,614,"406,831.0",425,"277,753.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,335,"199,975.0",451,"295,755.0",,,,,,,"1,825","1,180,314.0",,US,IS,0805408000,,Standard_Query_59220.csv
17,Israel(*),3,0805408000,"GPFT-F,11/1-7/31",2024-2024,KG,357,"249,171.0",690,"480,861.0",43,"28,908.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,253,"158,532.0",,,,,,,"1,344","917,472.0",,US,IS,0805408000,,Standard_Query_59220.csv
17,Israel(*),4,0805408010,"GPFT-F,11/1-7/31",2025-2025,KG,507,"348,706.0",31,"24,502.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,"30,323.0",128,"88,147.0",,,,,,,681,"491,678.0",,US,IS,0805408010,,Standard_Query_59220.csv
17,Israel(*),5,0805900100,"CITRUS,NES,FR/DR",2023-2023,KG,381,"160,444.0",35,"14,602.0",0,0.0,0,0.0,112,"9,125.0","1,047","73,831.0",0,0.0,0,0.0,0,0.0,,,,,,,"1,575","258,002.0",,US,IS,0805900100,,Standard_Query_59220.csv
17,Israel(*),5,0805900100,"CITRUS,NES,FR/DR",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,963,"55,378.0",196,"15,765.0",0,0.0,0,0.0,,,,,,,"1,159","71,143.0",,US,IS,0805900100,,Standard_Query_59220.csv
17,Israel(*),5,0805900100,"CITRUS,NES,FR/DR",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,115,"46,590.0",0,0.0,0,0.0,0,0.0,,,,,,,115,"46,590.0",,US,IS,0805900100,,Standard_Query_59220.csv
18,Italy(*),1,0805100040,"ORANGES,FRESH",2023-2023,KG,40,"19,110.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,40,"19,110.0",,US,IT,0805100040,,Standard_Query_59220.csv
18,Italy(*),2,0805502050,"LEM, FR/DR",2023-2023,KG,0,0.0,0,0.0,3,"1,618.0",0,0.0,2,906.0,0,0.0,0,0.0,0,0.0,30,"18,566.0",,,,,,,35,"21,090.0",,US,IT,0805502050,,Standard_Query_59220.csv
18,Italy(*),2,0805502050,"LEM, FR/DR",2024-2024,KG,26,"18,888.0",25,"18,938.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,51,"37,826.0",,US,IT,0805502050,,Standard_Query_59220.csv
18,Italy(*),2,0805502050,"LEM, FR/DR",2025-2025,KG,52,"40,900.0",26,"20,485.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37,"20,504.0",,,,,,,115,"81,889.0",,US,IT,0805502050,,Standard_Query_59220.csv
18,Italy(*),3,0805900100,"CITRUS,NES,FR/DR",2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,45,"11,240.0",63,"8,730.0",0,0.0,0,0.0,0,0.0,,,,,,,108,"19,970.0",,US,IT,0805900100,,Standard_Query_59220.csv
18,Italy(*),3,0805900100,"CITRUS,NES,FR/DR",2024-2024,KG,0,0.0,0,0.0,0,0.0,0,0.0,39,"4,890.0",116,"20,145.0",11,480.0,0,0.0,0,0.0,,,,,,,166,"25,515.0",,US,IT,0805900100,,Standard_Query_59220.csv
18,Italy(*),3,0805900100,"CITRUS,NES,FR/DR",2025-2025,KG,0,0.0,0,0.0,0,0.0,0,0.0,52,"9,786.0",144,"17,277.0",0,0.0,0,0.0,0,0.0,,,,,,,196,"27,063.0",,US,IT,0805900100,,Standard_Query_59220.csv
19,Iraq,1,0805502050,"LEM, FR/DR",2025-2025,KG,5,875.0,6,"1,170.0",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11,"2,045.0",,US,IZ,0805502050,,Standard_Query_59220.csv
20,Japan,1,0805210090,OTR MANDARINS,2023-2023,KG,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,440.0,0,0.0,0,0.0,,,,,,,2,440.0,,US,JA,0805210090,,Standard_Query_59220.csv
20,Japan,2,0805900100,"CITRUS,NES,FR/DR",2024-2024,KG,7,288.0,4,27.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,11,315.0,,US,JA,0805900100,,Standard_Query_59220.csv
